Subject,Activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
14,WALKING_DOWNSTAIRS,0.2934221156,-0.0200141414,-0.0928330166,0.0178313402,0.3788704918,0.4515760751,0.81629643,-0.2642546747,-0.3925558822,-0.919098794,-0.9207259407,-0.8795653167,0.0428631627,0.0291339421,0.0104952601,0.0129597549,0.1927917665,-0.1336340606,-0.0147079653,-0.0945288409,0.0353344538,-0.3545516384,0.0569902223,0.3561985972,-0.1086203777,-0.0740589811,-0.0615978795,-0.5370020976,-0.2843180205,0.091385755,0.1855377069,0.4284059226,0.1855377069,0.4284059226,0.0353601375,0.1947088389,0.1663400118,-0.0665144571,-0.2751208835,-0.2747440036,0.0212541554,0.3714824704,0.2807359522,0.0140826092,0.2936339,0.4275638324,-0.0337820459,0.1647750561,-0.0248789806,-0.0302396366,0.13873797,-0.2448571282,-0.2953155417,0.0132082347,0.4924143798,-0.3788828727,0.0741391155,0.1827946963,0.4719051551,0.1786845809,0.1862234781,0.1942634241,-0.0787568407,-0.2239274306,-0.2547471323,-0.3568494255
14,WALKING_UPSTAIRS,0.2624210661,-0.020438818,-0.112279689,-0.3093967176,0.307195533,0.6090178791,0.6882561222,-0.3226803648,-0.4950887204,-0.9285236409,-0.9072314313,-0.8754508191,0.0803303022,-0.018313116,0.0034419949,-0.3687804189,-0.3364271812,-0.3278688143,0.0813841685,-0.12349957,-0.0441381887,-0.4542833376,0.4765187144,0.5648758182,-0.1282666679,-0.0207749732,-0.013723762,-0.6466110344,-0.3714797213,-0.3598166267,0.1401082041,-0.0197686685,0.1401082041,-0.0197686685,-0.2836638359,-0.3370862666,0.3657794194,0.2999759799,-0.3999219496,-0.4858192937,-0.3235084422,0.0163939235,0.1916937426,-0.304980248,0.356072772,0.6871241637,-0.383497147,-0.3476066396,-0.2640084683,-0.4109678704,-0.3715724731,-0.3910778731,-0.4410483586,0.1186876922,0.1967032187,-0.4647429339,0.646233637,0.5224542163,-0.0759851813,-0.1432538892,-0.2887443341,-0.4098476493,0.0488588668,0.2366596625,-0.4572506124,-0.5649640764
15,STANDING,0.278915804,-0.018351636,-0.1059108327,-0.9889492474,-0.9319001483,-0.9516702579,0.9655288996,-0.1647131755,0.0645975995,-0.9884320847,-0.9656879783,-0.9588101532,0.0752280703,0.0061725552,-0.0065873709,-0.9854590685,-0.9677203996,-0.9853019408,-0.0262433562,-0.0659637517,0.0761946739,-0.9477908021,-0.9713325843,-0.9681670464,-0.1013587862,-0.0438507492,-0.0522783972,-0.9715143121,-0.988107414,-0.9812931179,-0.9612076162,-0.9486004326,-0.9612076162,-0.9486004326,-0.9814951257,-0.9799948006,-0.9469613811,-0.9312867787,-0.9844070779,-0.9814328275,-0.9867249989,-0.9433487887,-0.9654735145,-0.9900609626,-0.9302864434,-0.9479059113,-0.9853534926,-0.9678847094,-0.9826323028,-0.9869341336,-0.9699341036,-0.9866544594,-0.9503802862,-0.9751338689,-0.9682648551,-0.9482752342,-0.9694428821,-0.9712821836,-0.9603373443,-0.9502040458,-0.9790787857,-0.9801840866,-0.9567339002,-0.9288383038,-0.9831880919,-0.9803297094
15,SITTING,0.2729033798,-0.0117188472,-0.1136612532,-0.9870843561,-0.9224071629,-0.9493380251,0.8903642622,0.210849305,0.0028156598,-0.9826208837,-0.9435614117,-0.952973659,0.0784792789,-0.0089843759,-0.0023720755,-0.9881623339,-0.9781269988,-0.9870110247,-0.037711113,-0.0803428763,0.0951978084,-0.9882041153,-0.9753215195,-0.9637658029,-0.0953649068,-0.0396068775,-0.0524148342,-0.9928890427,-0.990313308,-0.9879372025,-0.9586698363,-0.9379779056,-0.9586698363,-0.9379779056,-0.9861078392,-0.9846390185,-0.9573316283,-0.9634750749,-0.9921888939,-0.9897200495,-0.9866196095,-0.9389264308,-0.9632270049,-0.987384779,-0.9191627003,-0.9457047131,-0.988106102,-0.9781590132,-0.9849084185,-0.9893143597,-0.9797130459,-0.9876941136,-0.9861525803,-0.9792017247,-0.9667315183,-0.9888819305,-0.9734560924,-0.9662286483,-0.9497520013,-0.9411959381,-0.9846894371,-0.9832762517,-0.9737621798,-0.9633782285,-0.9901809593,-0.9895039417
15,LAYING,0.2894756525,-0.0166296542,-0.1185302403,-0.9722555515,-0.9627594224,-0.9295868353,-0.1719930545,0.8992425531,-0.0369192906,-0.9615097429,-0.9860361924,-0.9507103571,0.0767515439,0.0123984271,-0.0044392798,-0.9817393868,-0.9709215878,-0.9784029565,-0.0168300888,-0.0619700872,0.1134518998,-0.9571676807,-0.9611429118,-0.9565370517,-0.1022667142,-0.0415878968,-0.0624334556,-0.9739239513,-0.9804828344,-0.9801127328,-0.9553406615,-0.9433141079,-0.9553406615,-0.9433141079,-0.9798902282,-0.9736444628,-0.9446051272,-0.9240430076,-0.9832350254,-0.9736500417,-0.9740161765,-0.9624611243,-0.9515659463,-0.9717188246,-0.9645904301,-0.9239239919,-0.981329999,-0.9708332217,-0.9747756838,-0.9839492907,-0.9732153197,-0.9807450974,-0.9554135961,-0.9643108936,-0.9581900999,-0.9582244954,-0.9599919071,-0.9600158311,-0.956001034,-0.94550856,-0.9736812228,-0.9725300779,-0.9468126424,-0.9236822449,-0.9757278539,-0.9726457107
15,WALKING,0.273899208,-0.017080974,-0.1076218195,-0.3279618011,0.1389129237,-0.5189326348,0.9515243915,-0.2339182826,0.0757356735,-0.978397288,-0.9710565015,-0.9580587654,0.0897770722,0.0089058856,0.0006587062,-0.373217585,-0.0319265467,-0.6862684206,-0.0554883848,-0.0612427883,0.0842484921,-0.3296246202,-0.4208650078,-0.4865326554,-0.0776692755,-0.0552536572,-0.0510976492,-0.2837679872,-0.7024029359,-0.5916686081,-0.1865146508,-0.3238783241,-0.1865146508,-0.3238783241,-0.320129323,-0.3100714252,-0.2437111244,-0.4257984691,-0.5439795006,-0.6377859554,-0.3174409204,0.1113210972,-0.5549421381,-0.3325206269,0.0805646237,-0.5370264148,-0.3908219854,-0.0669378062,-0.6489052541,-0.4115000681,-0.0606839141,-0.7230511407,-0.2533993603,-0.5354220961,-0.4614640656,-0.3576333787,-0.3653612086,-0.5439975937,-0.2751562421,-0.4583447924,-0.2897539524,-0.3424119279,-0.4891663837,-0.4817502185,-0.6450751781,-0.6540101472
15,WALKING_DOWNSTAIRS,0.2801988512,-0.005630478,-0.1105260664,0.4064710512,0.1865323774,-0.2819821817,0.9323022005,-0.1674623171,0.0788822411,-0.9428064783,-0.9256858936,-0.93400831,0.071145716,0.0151158999,-0.0100212902,0.1345938362,0.0158059211,-0.4040055823,-0.1366186531,-0.0346755728,0.0711758198,-0.3186925259,-0.37320816,-0.2506480857,-0.048253208,-0.0495415503,-0.0339213065,-0.4559807564,-0.5749641164,-0.3945422407,0.3204493872,0.3532040081,0.3204493872,0.3532040081,-0.0372666072,0.1596317105,-0.1216863207,-0.2842497121,-0.5094666481,-0.5636401312,0.2353098255,0.1675181,-0.2598122045,0.4663256814,0.1199936036,-0.3574075593,0.0619687485,-0.0269769415,-0.3453765413,0.1080627405,-0.0072286024,-0.4615991419,-0.2273595655,-0.4023323017,-0.1831948015,-0.3516300003,-0.3609728486,-0.3436733,0.3311502293,0.1531241781,0.1584133347,0.1505077506,-0.3738986312,-0.349387206,-0.5653961307,-0.5934724443
15,WALKING_UPSTAIRS,0.2701875958,-0.0287523861,-0.1169524649,-0.026097184,-0.0040653604,-0.3797174881,0.9185448123,-0.3149610125,0.0811803405,-0.9525623956,-0.9276488215,-0.9216184788,0.072972433,-0.0041736185,-0.005258799,-0.1869446645,-0.3118613569,-0.7488094542,0.090334003,-0.1547212893,0.0911681485,-0.4152513179,-0.3302332351,-0.4773659452,-0.1444859865,-0.0365419164,-0.0767242496,-0.5255339498,-0.7630535121,-0.6579076492,-0.0009713947,-0.1365522175,-0.0009713947,-0.1365522175,-0.3160503821,-0.3133635531,-0.201217274,-0.2884290086,-0.6636371177,-0.7489548485,-0.0746328434,-0.1019354328,-0.5395910825,-0.0083824376,-0.0191328333,-0.3496003533,-0.2370530733,-0.3381022167,-0.7145541727,-0.2072316055,-0.3303914296,-0.7830045065,-0.3610968569,-0.5170252458,-0.4857017458,-0.4372253275,-0.243612269,-0.5237443008,-0.165242148,-0.2556593408,-0.26195668,-0.3913133994,-0.4536935663,-0.3085858699,-0.7314223579,-0.7931044833
16,STANDING,0.2834974029,-0.0165999673,-0.1036577291,-0.9890768118,-0.9602982677,-0.9534689617,0.9415877494,-0.0578867045,-0.1667374682,-0.9853596899,-0.9805524358,-0.9595628308,0.0736438906,0.012076795,-0.0047631056,-0.9910264974,-0.9826219547,-0.9880738256,-0.0299337294,-0.068667733,0.0867342709,-0.9734001076,-0.9801102773,-0.9823570064,-0.1001073326,-0.0424982241,-0.0544335294,-0.9871023227,-0.9925894412,-0.9926985229,-0.9699488251,-0.9572944945,-0.9699488251,-0.9572944945,-0.9892052318,-0.9867615506,-0.9725281782,-0.9641057685,-0.992848576,-0.9908094274,-0.9894276709,-0.9693140153,-0.9699995042,-0.9891006206,-0.9581743101,-0.9485402671,-0.991038639,-0.982425404,-0.9860918915,-0.9918471496,-0.9842364622,-0.9886579603,-0.9731573517,-0.9835942446,-0.98363927,-0.973926885,-0.9784024187,-0.9835274021,-0.9710825581,-0.9571735719,-0.9865026879,-0.9859127169,-0.9754486322,-0.963574736,-0.99117243,-0.9906728008
16,SITTING,0.2807685745,-0.010249794,-0.0891404038,-0.9868256054,-0.9516078725,-0.9396722471,0.942457378,-0.0865882539,0.08926822,-0.9801582433,-0.968023207,-0.9458135615,0.073434672,0.0098564289,-0.0115030575,-0.9908611348,-0.9818009707,-0.9834872129,-0.0412014042,-0.0574525433,0.079573631,-0.9810373733,-0.9583365955,-0.9602878313,-0.095720452,-0.0450369281,-0.0588371274,-0.9895832794,-0.9906217933,-0.9883643214,-0.9618796807,-0.9410512361,-0.9618796807,-0.9410512361,-0.9874726991,-0.9836153341,-0.9464173825,-0.9379424046,-0.9924446062,-0.9882612526,-0.987043829,-0.9614566855,-0.9595522304,-0.9868924184,-0.9498292604,-0.9346521465,-0.9909642513,-0.9817521674,-0.9811780368,-0.9915678677,-0.9832307745,-0.9843624691,-0.978632857,-0.9667960017,-0.9600582641,-0.9820578614,-0.9543437525,-0.9642700523,-0.9583354807,-0.9425882501,-0.9839686359,-0.9821905548,-0.9540609943,-0.9388632151,-0.9893631364,-0.987506349
16,LAYING,0.2742271626,-0.0166103511,-0.1073104932,-0.9736914294,-0.9430611503,-0.9654902763,-0.2067837422,-0.0199270226,0.8938844686,-0.9637619779,-0.9660871039,-0.967886002,0.0783960269,0.0132805054,-0.0015410509,-0.9884167239,-0.9848672869,-0.987644127,-0.0161545407,-0.1136750609,0.0966210349,-0.9770107699,-0.970747514,-0.9847814849,-0.1022095722,-0.0347735326,-0.0576790435,-0.9858354594,-0.989046576,-0.9944651577,-0.9618346349,-0.9578959277,-0.9618346349,-0.9578959277,-0.9883496566,-0.9878910036,-0.9517770996,-0.9590200363,-0.9908395263,-0.9882124254,-0.9802131874,-0.9636355751,-0.9745800691,-0.9714090751,-0.9370836367,-0.9625243727,-0.9885800463,-0.9847529271,-0.9855449453,-0.9892873591,-0.986215013,-0.9883489046,-0.9758924074,-0.9760929206,-0.985957788,-0.9775095836,-0.9681352519,-0.9857309959,-0.9680205213,-0.9581118959,-0.9875145251,-0.98724716,-0.9702496389,-0.958975084,-0.9886952777,-0.9880584011
16,WALKING,0.2760235645,-0.0204286929,-0.1088040498,-0.4046925239,-0.3145697624,-0.1597997902,0.9259813261,-0.0668246473,-0.2173511943,-0.9824695955,-0.973784842,-0.9613872543,0.0770223772,0.0096844468,0.0036080328,-0.3962237384,-0.4255638586,-0.4402582175,-0.0151721913,-0.069595569,0.0818650736,-0.6541718471,-0.6125936341,-0.3654895306,-0.1109173483,-0.0433876843,-0.0532986671,-0.6758897227,-0.7122377529,-0.5712647794,-0.2587666941,-0.4718092675,-0.2587666941,-0.4718092675,-0.3631444835,-0.4033865639,-0.4859319327,-0.6650784043,-0.6715418341,-0.7228084384,-0.3947904335,-0.3215006678,-0.2443630482,-0.409070488,-0.3543706786,-0.1805013179,-0.4414061825,-0.4542708222,-0.4223323941,-0.4028841151,-0.4336126578,-0.4566362825,-0.5957464863,-0.6197319304,-0.432885311,-0.6737411369,-0.6119408775,-0.4032197914,-0.410463242,-0.5921509851,-0.3782784906,-0.4414477545,-0.6692285408,-0.7211370016,-0.72068229,-0.7457268539
16,WALKING_DOWNSTAIRS,0.2955868022,-0.0183898584,-0.1198737051,0.2072519979,-0.1469938377,0.0114353945,0.917818427,-0.0584832676,-0.2253824964,-0.9577851181,-0.9554877936,-0.9105889432,0.0907857064,-0.014811453,-0.0293122563,-0.1011869266,-0.2616847524,-0.3033815828,-0.022537337,-0.0682647927,0.0835380057,-0.4541884711,-0.5283293047,-0.4446363349,-0.1039040445,-0.056768663,-0.0612136933,-0.6236760243,-0.5834217847,-0.5406334694,0.1910797936,0.1191837406,0.1910797936,0.1191837406,-0.1659088108,-0.0783498876,-0.3098204272,-0.4223153168,-0.5908966364,-0.5958222145,0.0368263528,-0.1345983527,-0.0476942638,0.2661154921,-0.2086805879,-0.037971624,-0.1554448828,-0.2899578555,-0.24197408,-0.1256828181,-0.2815074069,-0.3640266959,-0.4208440086,-0.4795129836,-0.3750006255,-0.4703734985,-0.5652140328,-0.5211008187,0.1140320885,-0.0534137179,-0.0745659082,-0.0919623368,-0.4882539396,-0.4799398459,-0.58966315,-0.6334798047
16,WALKING_UPSTAIRS,0.2559861026,-0.0143654945,-0.1240745177,-0.3970838316,-0.1637327451,-0.1292838257,0.8268742827,-0.0805926025,-0.379059698,-0.9484135527,-0.9336574612,-0.9076495588,0.0762526677,0.0173729333,0.0380533592,-0.5210891402,-0.4256259373,-0.5934111296,0.0718408878,-0.048613679,-0.0077928802,-0.5080871667,-0.5863828937,-0.3650251701,-0.1409082936,-0.0296211299,-0.0354163001,-0.7072641686,-0.7747190663,-0.717101022,-0.2339903316,-0.3347950802,-0.2339903316,-0.3347950802,-0.48321905,-0.4930671296,-0.308260568,-0.5181896465,-0.7377051622,-0.7972932284,-0.4749840147,-0.2680638127,-0.3358530412,-0.369636141,-0.1663242391,-0.0945612331,-0.5460888629,-0.4686052053,-0.5652208406,-0.5380730902,-0.4171270124,-0.6201235865,-0.5323997163,-0.6420180641,-0.4924274935,-0.5098960314,-0.5596005984,-0.3873094899,-0.3706497382,-0.4189242561,-0.4755977178,-0.51993124,-0.6305466755,-0.5324867216,-0.7878336324,-0.8253143271
17,STANDING,0.2779425033,-0.0174120064,-0.1114321456,-0.9911639199,-0.9681766637,-0.9704626792,0.9046785474,-0.2574868179,-0.202687757,-0.9857513658,-0.975810476,-0.9691717622,0.0740864956,0.0065785345,-0.0040359959,-0.9920940055,-0.9866612597,-0.9912170273,-0.0269576937,-0.0770632126,0.0880561869,-0.9813730829,-0.9851211646,-0.9855383633,-0.1012891687,-0.0404518754,-0.0546331331,-0.9892571963,-0.9936999086,-0.9923270995,-0.9776359814,-0.9753773099,-0.9776359814,-0.9753773099,-0.9917427536,-0.9903632482,-0.9781845765,-0.9776808374,-0.9936729737,-0.9923721173,-0.9909275338,-0.9741705695,-0.9802315758,-0.9913185283,-0.9664273238,-0.9669990009,-0.9921292258,-0.9862783424,-0.9895636331,-0.9927753777,-0.9882003495,-0.9914503777,-0.9806962641,-0.9873340413,-0.9859549782,-0.9817913181,-0.9839465849,-0.9867252749,-0.9809677482,-0.9755048406,-0.9901627988,-0.9894720867,-0.9842911315,-0.9772634187,-0.9927239394,-0.9921773036
17,SITTING,0.2773570197,-0.0141562741,-0.1136240851,-0.9944439053,-0.9618586298,-0.9657291958,0.9448837477,-0.0028146732,-0.1358038817,-0.990196617,-0.9667201059,-0.9566106441,0.0750709862,0.0056097105,-0.0015544842,-0.994340603,-0.9886370023,-0.9905292619,-0.042549159,-0.0669245931,0.0860053803,-0.9896383258,-0.9861286808,-0.9797052259,-0.0942476969,-0.0411134199,-0.0510903244,-0.9952559372,-0.9949818809,-0.9938412575,-0.9727473464,-0.9650651911,-0.9727473464,-0.9650651911,-0.9928147152,-0.9914464992,-0.9671777444,-0.9754102548,-0.996334795,-0.9944467556,-0.9939693816,-0.9699279892,-0.9748416045,-0.9946573136,-0.9597891419,-0.9629210733,-0.9945426211,-0.9883274197,-0.9888280653,-0.9946131622,-0.9899158111,-0.9908182483,-0.9884110677,-0.9887939795,-0.9816170983,-0.9900412605,-0.9848130981,-0.9809696453,-0.973626755,-0.9653996797,-0.9914272505,-0.9903196264,-0.9833692923,-0.974710853,-0.9952045644,-0.9936245238
17,LAYING,0.2697800856,-0.0168462007,-0.1070062797,-0.9729605673,-0.9447928752,-0.9534767001,-0.19913309,0.6587920723,0.7226575021,-0.9610632224,-0.9614666813,-0.9571645652,0.0779089747,0.007068671,-0.0001435425,-0.9814890172,-0.9769605428,-0.9828130006,-0.0234756467,-0.0944580193,0.1114404903,-0.9758930618,-0.9714843362,-0.9762007713,-0.102049764,-0.0361961144,-0.0604927046,-0.9807923721,-0.9831355966,-0.9882217134,-0.9530214111,-0.9482579935,-0.9530214111,-0.9482579935,-0.9816076279,-0.9801267454,-0.9607331217,-0.9593254987,-0.9855424111,-0.9820381211,-0.9743592801,-0.9546481023,-0.9654060915,-0.9724385254,-0.9427916159,-0.9501169565,-0.9814720692,-0.9772123877,-0.9803800592,-0.9832132444,-0.9783439158,-0.9838541589,-0.9719492111,-0.9736690986,-0.9761648521,-0.9772034983,-0.9706278069,-0.9783571261,-0.9610463263,-0.9490425317,-0.9796873187,-0.9796572314,-0.9690144448,-0.9600238392,-0.9827655265,-0.9819834376
17,WALKING,0.2723418552,-0.0184875403,-0.109792122,-0.319500173,-0.0175797886,-0.2658244892,0.9281123685,-0.1799273827,-0.1902659496,-0.9809833516,-0.9686132026,-0.9569032482,0.077318858,0.0130098548,0.0243753334,-0.3554926354,-0.0935385034,-0.5343033116,-0.0092226552,-0.0839773344,0.0757132657,-0.479813513,-0.4549329039,-0.3860444354,-0.1099592379,-0.0379251329,-0.0513807167,-0.4312961482,-0.560203489,-0.5244228874,-0.1511514877,-0.4618378669,-0.1511514877,-0.4618378669,-0.3010932692,-0.2756727862,-0.3350098369,-0.5224947636,-0.5171674407,-0.5397084915,-0.3609916749,-0.0650267622,-0.3828328023,-0.3048062741,-0.0556137931,-0.2623915949,-0.4234460946,-0.1942327217,-0.5234270557,-0.343866129,-0.0470379378,-0.5438729962,-0.4077167085,-0.4901662866,-0.3988092175,-0.5048492908,-0.4392387877,-0.4387686995,-0.4293800434,-0.5651625077,-0.3359388918,-0.2112318602,-0.5186180587,-0.6153200777,-0.5827118597,-0.5203854792
17,WALKING_DOWNSTAIRS,0.2939182833,-0.0167359404,-0.0892432745,0.1877197603,-0.0607892037,-0.2310641566,0.928817578,-0.1510770577,-0.160962986,-0.9500262422,-0.9465766757,-0.9010977665,0.118250858,-0.0113826178,-0.0093983808,-0.1034364714,-0.3040635342,-0.5363315707,0.0677728391,-0.1235171959,0.0162878746,-0.3704368689,-0.4592819896,-0.4684629843,-0.1077700285,-0.0381702367,-0.0582518847,-0.5268018252,-0.5721447341,-0.5427706465,0.1489511035,0.0914076757,0.1489511035,0.0914076757,-0.2216316942,-0.2065766839,-0.2326417633,-0.3526872811,-0.5403257878,-0.5923194909,-0.0226239171,-0.1302725146,-0.3180818605,0.2589416763,-0.0860527359,-0.2454135416,-0.2150920491,-0.3512684043,-0.498668458,-0.0718767033,-0.2989311449,-0.5730437111,-0.316412963,-0.4511268693,-0.4033803861,-0.3931947317,-0.469390428,-0.5409495202,0.0580680522,-0.0618876767,-0.1886803998,-0.2365385159,-0.4094387583,-0.4288686878,-0.57734888,-0.6433992039
17,WALKING_UPSTAIRS,0.2526047686,-0.0228645614,-0.1212904421,-0.0629527541,-0.0131721014,-0.2302209542,0.8535305658,-0.2841537533,-0.2981714642,-0.9494603723,-0.9159734663,-0.9301598435,0.076804417,0.0308356514,0.0075953385,-0.2926658271,-0.3497918732,-0.657430836,-0.0304250571,-0.0548455941,0.0560931358,-0.4965627327,-0.4930441252,-0.2344023507,-0.1426553977,-0.0414496329,-0.0223482087,-0.6060443444,-0.6767228477,-0.6105862023,-0.0128062277,-0.1028777304,-0.0128062277,-0.1028777304,-0.3572338979,-0.3909124504,-0.2351912491,-0.4408372601,-0.6373674906,-0.6823116288,-0.1397522213,-0.1175197356,-0.3999234946,-0.0355381173,-0.0252781736,-0.2048157105,-0.3602722258,-0.3770519288,-0.6330177079,-0.2872190383,-0.3651142636,-0.6803257708,-0.4162230183,-0.5214354152,-0.3242737133,-0.5244683917,-0.4811541198,-0.2778914704,-0.1503056433,-0.2173931706,-0.3602998531,-0.4373831079,-0.5040669569,-0.4964445798,-0.6690087635,-0.7241557425
19,STANDING,0.27817226,-0.0154244057,-0.1090419046,-0.9899109968,-0.9444302707,-0.952599654,0.9440458375,-0.2238978078,0.1306437178,-0.9924115425,-0.9714266078,-0.958862044,0.0754120367,0.0099133827,0.0012921633,-0.9847920352,-0.9705432766,-0.9861424919,-0.025090574,-0.0631429827,0.071052018,-0.9461097119,-0.9695763237,-0.9607342584,-0.0990467891,-0.0422918534,-0.0523769867,-0.9751266874,-0.9880966722,-0.9834539112,-0.9605056836,-0.9625493425,-0.9605056836,-0.9625493425,-0.9830689236,-0.9796408381,-0.9417450411,-0.9379510315,-0.9858016377,-0.9830694279,-0.9873520484,-0.9528728725,-0.9685433518,-0.9911616714,-0.9431937551,-0.9477539616,-0.9850395962,-0.9700113459,-0.9834632955,-0.9859137223,-0.9735885178,-0.9875245875,-0.9478656392,-0.9750616716,-0.9651006362,-0.9466070456,-0.9669672381,-0.9632127918,-0.9689107888,-0.9642591108,-0.9791354127,-0.9791791495,-0.9585781296,-0.9367235485,-0.9845366101,-0.9822285822
19,SITTING,0.2738303162,-0.01673926,-0.1087076543,-0.976357663,-0.950388944,-0.9519296151,0.581371509,0.3603435347,0.4891265947,-0.9693550101,-0.9699698137,-0.9603949608,0.0753747129,0.0137921006,0.001731068,-0.9870432855,-0.979267729,-0.9867047403,-0.021415128,-0.0520207886,0.0968980718,-0.9846253068,-0.9597583096,-0.9655949763,-0.1009861315,-0.0425170215,-0.0590801684,-0.9884647527,-0.9874659151,-0.98531069,-0.9620740656,-0.9517556573,-0.9620740656,-0.9517556573,-0.986423976,-0.9842051849,-0.9422290438,-0.9504918079,-0.9894503166,-0.9858312847,-0.9792380318,-0.9607631819,-0.9663350911,-0.9752042453,-0.9480530701,-0.9475149318,-0.9867755901,-0.9791415716,-0.98398048,-0.9885769914,-0.9809998577,-0.9881519158,-0.9817436649,-0.9681886758,-0.9682357779,-0.9855760482,-0.9555986101,-0.9678692492,-0.9626325779,-0.9528022777,-0.9837516467,-0.9836872727,-0.9642387685,-0.9504844173,-0.9867274185,-0.9854164447
19,LAYING,0.2726537335,-0.0171426864,-0.1089814619,-0.9650195795,-0.9734499686,-0.9846728372,-0.6800431551,0.7256466228,0.6876238525,-0.9589596111,-0.9869931496,-0.9888190316,0.0772317999,0.0111495733,-0.0009886909,-0.9836052235,-0.9745245227,-0.9882601811,-0.0312072731,-0.0952628014,0.1086051137,-0.9813576114,-0.9636177057,-0.9731975239,-0.0956018267,-0.0371476597,-0.0599161478,-0.9761056635,-0.9846077289,-0.986958364,-0.9662608069,-0.963193489,-0.9662608069,-0.963193489,-0.98478434,-0.9806682878,-0.9532634328,-0.9559066465,-0.9853424977,-0.9802455108,-0.97453373,-0.9727988241,-0.9853404473,-0.9620850012,-0.9748320757,-0.9847409982,-0.9834785618,-0.974878271,-0.9865064888,-0.985278007,-0.9759641116,-0.9885587034,-0.9741962176,-0.9720610035,-0.9739323325,-0.9839447951,-0.9598313658,-0.9754175239,-0.9719574013,-0.964056774,-0.9806215641,-0.9794521884,-0.9656247245,-0.9574960245,-0.9818904704,-0.9793278475
19,WALKING,0.2739311723,-0.0191773588,-0.1227366732,-0.0489049408,0.1818015612,-0.1394779424,0.9352225592,-0.2233381,-0.0898428797,-0.9698614625,-0.9586512004,-0.929187931,0.0822246284,0.0144113482,-0.0327528722,0.1103067293,0.0809271194,-0.1793904975,-0.027497098,-0.0751569334,0.0798106982,-0.0264357958,-0.1144061088,-0.1042029865,-0.0832353261,-0.0307128442,-0.0603091962,0.0801186523,-0.2915948276,-0.2134940653,0.0648173439,-0.0993927171,0.0648173439,-0.0993927171,0.1094509902,0.0356558788,0.1000450714,-0.0218463165,-0.1646999776,-0.2714874801,-0.0299815667,0.1692585757,-0.1044233576,-0.0578820787,0.112615078,-0.2338723311,0.0336380998,0.0107318704,-0.1293679026,0.0908366492,0.0854010732,-0.2278298419,0.2281423619,-0.0973549847,-0.0105047072,-0.1083888095,-0.1330102855,-0.2202711908,0.0322272296,-0.3247934061,0.0730179929,-0.0222869586,-0.0952460452,-0.1415984023,-0.2624428228,-0.336148733
